0,122.00,46.69,7051
1,122.00,122.43,51
2,122.00,199.26,51
3,122.00,276.84,51
4,122.00,354.04,52
5,122.00,431.25,51
6,122.00,508.46,51
7,122.00,585.66,51
8,122.00,662.87,51
9,122.00,740.44,51
10,28.00,780.88,51
11,28.00,800.74,51
12,28.00,819.12,51
13,28.00,837.50,51
14,28.00,855.88,52
15,28.00,874.26,50
16,28.00,892.65,51
17,28.00,911.03,51
18,28.00,929.41,51
19,28.00,947.79,50
20,28.00,966.18,52
21,28.00,984.56,51
22,28.00,1003.31,51
23,28.00,1021.32,51
24,28.00,1040.07,51
25,185.00,1118.38,52
26,185.00,1233.09,51
27,185.00,1351.47,51
28,185.00,1470.59,51
29,185.00,1589.34,51
30,248.00,1555.15,52
31,248.00,1413.97,51
32,248.00,1262.87,51
33,248.00,1110.66,51
34,248.00,958.46,51
35,248.00,806.25,52
36,248.00,654.04,51
37,248.00,501.84,51
38,185.00,365.44,51
39,185.00,244.12,51
40,185.00,125.37,52
41,59.00,112.87,51
42,59.00,147.79,50
43,59.00,184.93,51
44,59.00,221.69,51
45,59.00,258.46,52
46,59.00,295.22,51
47,59.00,331.99,50
48,59.00,368.75,51
49,59.00,405.51,51
50,59.00,442.28,52
51,59.00,479.04,51
52,59.00,515.81,51
53,59.00,552.57,50
54,59.00,589.34,51
55,59.00,626.10,52
56,59.00,662.87,51
57,59.00,700.00,51
58,59.00,736.76,50
59,59.00,774.26,51
60,59.00,811.76,52
61,59.00,848.53,51
62,59.00,885.66,51
63,72.00,866.54,51
64,72.00,820.96,50
65,72.00,774.26,52
66,72.00,727.21,51
67,72.00,679.78,51
68,72.00,632.72,51
69,72.00,585.66,50
70,72.00,538.60,52
71,72.00,491.54,51
72,72.00,444.49,51
73,103.00,470.96,51
74,103.00,533.82,51
75,103.00,598.53,52
76,103.00,663.60,51
77,103.00,728.68,50
78,103.00,793.75,51
79,103.00,858.82,51
80,103.00,923.90,52
81,103.00,988.97,51
82,103.00,1054.04,51
83,103.00,1119.12,51
84,103.00,1184.19,51
85,103.00,1249.26,52
86,103.00,1314.34,51
87,103.00,1379.41,51
88,255.00,1313.24,51
89,255.00,1168.38,51
90,255.00,1016.54,52
91,255.00,864.34,51
92,255.00,712.50,51
93,255.00,560.29,51
94,255.00,408.09,51
95,255.00,255.88,52
96,255.00,103.68,51
97,255.00,-48.53,51
98,255.00,-201.10,51
99,255.00,-353.31,51
100,255.00,-505.51,52
101,255.00,-657.72,51
102,255.00,-810.29,51
103,255.00,-962.50,51
104,255.00,-1114.71,51
105,255.00,-1267.28,52
106,255.00,-1419.85,51
107,255.00,-1572.43,51
108,255.00,-1725.00,51
109,255.00,-1877.21,51
110,255.00,-2029.78,52
111,255.00,-2182.35,51
112,255.00,-2334.93,51
113,255.00,-2487.50,51
114,128.00,-2496.69,51
115,128.00,-2423.53,52
116,128.00,-2343.01,51
117,128.00,-2262.13,51
118,128.00,-2180.88,51
119,128.00,-2099.63,51
120,128.00,-2018.75,52
121,128.00,-1937.50,51
122,128.00,-1856.25,51
123,128.00,-1775.00,51
124,128.00,-1693.75,51
125,128.00,-1612.50,52
126,128.00,-1531.25,51
127,128.00,-1450.00,51
128,128.00,-1368.75,51
129,128.00,-1287.50,51
130,128.00,-1206.62,52
131,128.00,-1125.37,51
132,128.00,-1043.75,51
133,128.00,-962.50,51
134,53.00,-959.19,51
135,53.00,-993.38,51
136,53.00,-1029.78,51
137,53.00,-1065.81,51
138,53.00,-1102.21,51
139,53.00,-1138.24,51
140,53.00,-1174.26,52
141,53.00,-1211.03,51
142,53.00,-1247.06,50
143,53.00,-1283.09,51
144,53.00,-1319.49,51
145,53.00,-1355.51,51
146,53.00,-1391.91,52
147,53.00,-1428.31,51
148,53.00,-1464.34,51
149,53.00,-1500.74,50
150,53.00,-1536.76,51
151,62.00,-1524.63,52
152,62.00,-1486.76,51
153,62.00,-1447.43,51
154,62.00,-1408.09,51
155,62.00,-1368.75,51
156,62.00,-1329.04,52
157,160.00,-1251.47,51
158,160.00,-1151.10,51
159,160.00,-1048.53,51
160,160.00,-945.96,51
161,160.00,-843.38,52
162,160.00,-740.81,51
163,160.00,-638.24,50
164,160.00,-535.66,51
165,160.00,-433.09,51
166,160.00,-330.51,52
167,160.00,-227.94,51
168,160.00,-125.37,51
169,160.00,-22.79,51
170,160.00,79.78,51
171,160.00,181.99,52
172,160.00,284.56,51
173,160.00,387.13,51
174,160.00,489.71,51
175,78.00,493.01,51
176,78.00,445.22,51
177,78.00,394.85,51
178,78.00,344.49,51
179,78.00,293.75,51
180,78.00,243.01,51
181,78.00,192.28,52
182,78.00,141.91,50
183,78.00,91.18,51
184,78.00,40.44,51
185,78.00,-9.93,51
186,78.00,-60.66,52
187,78.00,-111.03,50
188,78.00,-161.76,51
189,78.00,-212.50,51
190,78.00,-263.24,51
191,78.00,-313.97,52
192,78.00,-364.34,51
193,78.00,-415.07,50
194,78.00,-465.81,51
195,78.00,-516.18,51
196,78.00,-566.91,52
197,147.00,-643.38,51
198,147.00,-735.66,51
199,147.00,-829.41,51
200,147.00,-923.16,51
201,147.00,-1016.91,52
202,147.00,-1111.03,51
203,147.00,-1204.78,51
204,147.00,-1298.90,51
205,147.00,-1392.65,51
206,147.00,-1486.76,52
207,147.00,-1580.51,51
208,147.00,-1674.63,51
209,147.00,-1768.38,51
210,185.00,-1876.47,51
211,185.00,-1993.75,52
212,185.00,-2112.50,51
213,185.00,-2230.88,51
214,185.00,-2349.63,51
215,185.00,-2468.38,51
216,185.00,-2586.76,52
217,125.00,-2578.31,51
218,125.00,-2504.04,51
219,125.00,-2425.00,51
220,125.00,-2345.96,51
221,125.00,-2266.54,51
222,125.00,-2187.13,51
223,125.00,-2108.09,51
224,125.00,-2028.68,51
225,125.00,-1949.26,51
226,125.00,-1870.22,52
227,125.00,-1790.81,51
228,125.00,-1711.40,51
229,125.00,-1632.35,51
230,125.00,-1552.94,51
231,125.00,-1473.90,52
232,125.00,-1394.49,51
233,125.00,-1315.44,51
234,125.00,-1236.03,51
235,125.00,-1156.99,51
236,125.00,-1077.57,52
237,166.00,-982.35,51
238,166.00,-877.21,51
239,166.00,-770.96,51
240,166.00,-664.34,51
241,166.00,-557.72,52
242,166.00,-451.47,51
243,166.00,-344.85,51
244,166.00,-238.24,51
245,166.00,-131.62,50
246,166.00,-25.00,51
247,236.00,106.25,52
248,236.00,254.78,51
249,236.00,405.15,51
250,236.00,555.88,51
251,236.00,706.99,51
252,236.00,857.72,52
253,236.00,1008.46,52
254,236.00,1159.56,51
255,236.00,1310.66,51
256,119.00,1322.43,52
257,119.00,1252.57,51
258,119.00,1176.84,50
259,119.00,1101.47,51
260,65.00,1045.59,51
261,65.00,1002.21,51
262,65.00,958.82,52
263,65.00,915.81,51
264,65.00,872.79,51
265,65.00,829.78,50
266,65.00,786.40,51
267,65.00,743.38,52
268,65.00,700.37,51
269,65.00,657.35,51
270,65.00,614.34,51
271,65.00,571.32,50
272,65.00,528.31,52
273,65.00,485.29,51
274,84.00,509.19,51
275,84.00,560.66,51
276,84.00,613.24,51
277,84.00,666.18,51
278,84.00,719.12,51
279,84.00,772.06,51
280,84.00,758.82,51
281,84.00,707.35,51
282,84.00,653.31,52
283,204.00,714.34,51
284,204.00,838.97,51
285,204.00,969.12,51
286,204.00,1100.00,51
287,204.00,1231.25,52
288,204.00,1362.50,51
289,204.00,1493.75,51
290,204.00,1625.00,51
291,59.00,1648.90,51
292,59.00,1613.60,51
293,59.00,1573.90,51
294,59.00,1534.56,51
295,59.00,1494.85,51
296,59.00,1455.15,51
297,59.00,1415.44,52
298,59.00,1375.74,51
299,59.00,1336.03,50
300,59.00,1296.32,51
301,59.00,1256.99,51
302,59.00,1216.91,52
303,59.00,1177.21,51
304,59.00,1137.87,51
305,59.00,1098.16,51
306,59.00,1058.46,50
307,179.00,975.00,52
308,179.00,863.24,51
309,179.00,748.90,51
310,179.00,634.56,51
311,179.00,519.85,51
312,78.00,512.50,52
313,78.00,559.19,51
314,78.00,608.09,51
315,78.00,657.72,51
316,78.00,706.99,50
317,78.00,756.25,52
318,78.00,805.51,51
319,78.00,854.41,51
320,78.00,903.68,51
321,78.00,952.57,50
322,78.00,1001.47,51
323,78.00,1050.74,52
324,78.00,1100.00,51
325,78.00,1148.90,51
326,78.00,1197.79,51
327,78.00,1247.06,51
328,78.00,1296.32,52
329,78.00,1345.22,50
330,78.00,1394.49,51
331,78.00,1443.38,51
332,78.00,1492.65,51
333,78.00,1541.54,52
334,78.00,1590.81,51
335,78.00,1639.71,51
336,78.00,1688.97,51
337,248.00,1804.04,51
338,248.00,1958.46,52
339,248.00,2116.54,51
340,248.00,2275.00,51
341,248.00,2433.46,51
342,248.00,2591.91,51
343,248.00,2750.37,52
344,248.00,2908.82,51
345,248.00,3067.28,51
346,248.00,3225.74,51
347,248.00,3384.19,51
348,248.00,3542.65,52
349,248.00,3701.10,51
350,248.00,3859.56,51
351,248.00,4018.01,51
352,122.00,4131.25,51
353,122.00,4211.77,52
354,122.00,4289.34,51
355,122.00,4366.54,51
356,122.00,4443.75,51
357,122.00,4520.96,51
358,122.00,4598.16,52
359,122.00,4675.74,51
360,122.00,4752.94,51
361,122.00,4830.15,51
362,28.00,4870.22,51
363,28.00,4889.71,52
364,28.00,4908.09,50
365,28.00,4926.47,51
366,28.00,4944.85,51
367,28.00,4963.24,51
368,28.00,4981.62,52
369,28.00,5000.00,50
370,28.00,5018.38,51
371,28.00,5036.77,51
372,28.00,5055.52,51
373,28.00,5073.90,52
374,28.00,5092.28,51
375,28.00,5110.66,50
376,28.00,5129.04,51
377,185.00,5208.46,51
378,185.00,5323.53,52
379,185.00,5442.28,51
380,185.00,5561.77,51
381,185.00,5680.88,51
382,248.00,5638.24,52
383,248.00,5495.59,52
384,248.00,5344.12,51
385,248.00,5191.54,51
386,248.00,5038.97,51
387,248.00,4886.77,51
388,248.00,4734.19,52
389,248.00,4581.62,51
390,185.00,4445.22,51
391,185.00,4323.90,51
392,185.00,4205.15,51
393,59.00,4192.65,52
394,59.00,4227.94,51
395,59.00,4265.07,50
396,59.00,4301.84,51
397,59.00,4338.60,51
398,59.00,4375.37,52
399,59.00,4412.50,51
400,59.00,4449.27,51
401,59.00,4486.03,51
402,59.00,4522.79,50
403,59.00,4559.56,52
404,59.00,4596.32,51
405,59.00,4633.09,51
406,59.00,4669.85,51
407,59.00,4706.62,51
408,59.00,4743.38,52
409,59.00,4780.15,50
410,59.00,4817.28,51
411,59.00,4854.04,51
412,59.00,4890.81,51
413,59.00,4927.57,52
414,59.00,4964.34,51
415,72.00,4944.85,51
416,72.00,4898.90,50
417,72.00,4851.84,51
418,72.00,4804.78,52
419,72.00,4757.72,51
420,72.00,4710.66,51
421,72.00,4663.24,51
422,72.00,4616.18,51
423,72.00,4569.12,52
424,72.00,4521.69,50
425,103.00,4548.90,51
426,103.00,4611.77,51
427,103.00,4676.47,51
428,103.00,4741.54,52
429,103.00,4806.25,51
430,103.00,4871.32,51
431,103.00,4936.40,51
432,103.00,5001.47,51
433,103.00,5066.54,52
434,103.00,5131.25,51
435,103.00,5196.32,51
436,103.00,5261.40,51
437,103.00,5326.47,50
438,103.00,5391.18,51
439,103.00,5456.25,52
440,255.00,5390.81,51
441,255.00,5245.96,51
442,255.00,5094.12,52
443,255.00,4941.91,52
444,255.00,4789.34,51
445,255.00,4636.77,51
446,255.00,4484.56,51
447,255.00,4331.99,51
448,255.00,4179.41,52
449,255.00,4027.21,51
450,255.00,3874.63,51
451,255.00,3722.06,51
452,255.00,3569.85,51
453,255.00,3417.28,52
454,255.00,3265.07,51
455,255.00,3112.50,51
456,255.00,2959.93,51
457,255.00,2807.72,51
458,255.00,2655.15,52
459,255.00,2502.57,51
460,255.00,2350.37,51
461,255.00,2197.79,51
462,255.00,2045.22,52
463,255.00,1893.01,52
464,255.00,1740.44,51
465,255.00,1587.87,51
466,128.00,1581.99,51
467,128.00,1658.09,51
468,128.00,1738.97,52
469,128.00,1820.22,50
470,128.00,1901.47,51
471,128.00,1982.72,51
472,128.00,2063.97,51
473,128.00,2144.85,52
474,128.00,2226.10,51
475,128.00,2307.35,51
476,128.00,2388.60,51
477,128.00,2469.85,51
478,128.00,2551.10,52
479,128.00,2632.35,51
480,128.00,2713.24,51
481,128.00,2794.49,51
482,128.00,2875.74,51
483,128.00,2956.99,52
484,128.00,3038.24,51
485,128.00,3119.12,51
486,53.00,3127.21,51
487,53.00,3094.12,50
488,53.00,3058.09,51
489,53.00,3022.06,52
490,53.00,2985.66,51
491,53.00,2949.26,51
492,53.00,2913.24,51
493,53.00,2876.84,50
494,53.00,2840.44,52
495,53.00,2804.41,51
496,53.00,2768.01,51
497,53.00,2731.99,51
498,53.00,2695.59,51
499,53.00,2659.19,52
500,53.00,2623.16,50
501,53.00,2586.76,51
502,53.00,2550.74,51
503,62.00,2563.60,51
504,62.00,2601.10,52
505,62.00,2640.07,51
506,62.00,2679.41,51
507,62.00,2718.75,51
508,62.00,2757.72,50
509,160.00,2835.66,52
510,160.00,2935.66,51
511,160.00,3037.87,51
512,160.00,3140.07,51
513,160.00,3242.65,51
514,160.00,3345.22,52
515,160.00,3447.79,51
516,160.00,3550.00,51
517,160.00,3652.57,51
518,160.00,3755.15,51
519,160.00,3857.72,52
520,160.00,3960.29,51
521,160.00,4062.50,51
522,160.00,4165.07,51
523,160.00,4267.65,51
524,160.00,4370.22,52
525,160.00,4472.79,51
526,160.00,4575.37,51
527,78.00,4585.29,51
528,78.00,4538.97,51
529,78.00,4488.24,52
530,78.00,4437.50,51
531,78.00,4386.77,50
532,78.00,4336.03,51
533,78.00,4285.66,51
534,78.00,4234.93,52
535,78.00,4184.19,51
536,78.00,4133.46,51
537,78.00,4082.35,51
538,78.00,4031.99,50
539,78.00,3981.25,52
540,78.00,3930.51,51
541,78.00,3879.78,51
542,78.00,3829.04,51
543,78.00,3778.68,51
544,78.00,3727.94,52
545,78.00,3677.21,51
546,78.00,3626.47,50
547,78.00,3575.74,51
548,78.00,3525.00,51
549,147.00,3448.90,52
550,147.00,3356.99,51
551,147.00,3263.24,51
552,147.00,3169.49,51
553,147.00,3075.37,51
554,147.00,2981.62,52
555,147.00,2887.50,51
556,147.00,2793.75,51
557,147.00,2700.00,51
558,147.00,2605.88,51
559,147.00,2512.13,52
560,147.00,2418.01,51
561,147.00,2324.26,51
562,185.00,2216.18,51
563,185.00,2098.90,51
564,185.00,1980.51,52
565,185.00,1861.76,51
566,185.00,1743.01,51
567,185.00,1624.26,51
568,185.00,1505.88,51
569,125.00,1511.40,52
570,125.00,1585.66,51
571,125.00,1664.34,50
572,125.00,1743.38,51
573,125.00,1822.79,51
574,125.00,1901.84,52
575,125.00,1980.88,51
576,125.00,2059.93,51
577,125.00,2138.97,51
578,125.00,2218.38,51
579,125.00,2297.43,52
580,125.00,2376.47,51
581,125.00,2455.88,51
582,125.00,2534.56,51
583,125.00,2613.97,51
584,125.00,2693.01,52
585,125.00,2772.06,51
586,125.00,2851.10,51
587,125.00,2930.15,51
588,125.00,3009.19,51
589,166.00,3103.68,52
590,166.00,3208.82,51
591,166.00,3315.07,50
592,166.00,3421.32,51
593,166.00,3527.94,51
594,166.00,3634.56,51
595,166.00,3740.81,52
596,166.00,3847.06,51
597,166.00,3953.68,51
598,166.00,4059.93,51
599,236.00,4191.18,51
600,236.00,4340.07,53
601,236.00,4490.44,51
602,236.00,4641.54,51
603,236.00,4791.91,51
604,236.00,4943.02,52
605,236.00,5093.75,51
606,236.00,5244.85,51
607,236.00,5395.59,51
608,119.00,5409.19,51
